unit_code,School_Name,Lea_Name,County,Year,Index Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Assault Rate,Burglary Rate,Larceny Rate,MVT Rate,Arson Rate
230334,"East Elementary, Kings Mountain",Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230362,Shelby Middle,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230355,"Marion Elementary, Shelby",Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230330,"Turning Point Academy, Shelby",Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230380,West Elementary,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230376,"Washington Elementary, Shelby",Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230370,"Union Elementary, Shelby",Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230368,Township Three Elementary,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230364,Springmore Elementary,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230LEA,,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230351,Kings Mountain Intermediate,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230359,North Shelby,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230352,Kings Mountain Middle,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
230361,Shelby High,Cleveland County Schools,Cleveland County,2015,"2,324.2",246.2,"2,078.0",2.1,24.4,63.7,156.0,699.4,"1,301.1",77.5,15.9
821304,Butler Avenue Elementary,Clinton City Schools,Clinton City,,,,,,,,,,,,
821308,Clinton High,Clinton City Schools,Clinton City,,,,,,,,,,,,
821316,Langdon C Kerr Elementary,Clinton City Schools,Clinton City,,,,,,,,,,,,
821320,Sampson Middle,Clinton City Schools,Clinton City,,,,,,,,,,,,
821330,Sunset Avenue Elementary,Clinton City Schools,Clinton City,,,,,,,,,,,,
821LEA,,Clinton City Schools,Clinton City,,,,,,,,,,,,
240376,Tabor City Middle,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240332,Chadbourn Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240328,Cerro Gordo Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240308,Acme Delco Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240373,CCCA - Fair Bluff /Southeastern Campuses,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240372,Tabor City Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240371,South Columbus High,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240370,Old Dock Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240368,Nakina Middle,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240356,Hallsboro Middle,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240354,Hallsboro-Artesia Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240352,Guideway Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240344,Evergreen Elementary,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240334,East Columbus High,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240304,Acme Delco Middle,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240330,Chadbourn Middle,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240LEA,,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240388,Williams Township,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
240380,West Columbus High,Columbus County Schools,Columbus County,2015,"4,064.7",438.2,"3,626.5",23.2,16.0,73.0,326.0,"1,398.2","1,943.3",285.0,30.3
250328,Graham A Barden Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250368,Tucker Creek Middle,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250364,Trent Park Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250362,Roger R Bell Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250360,Oaks Road Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250356,New Bern High,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250350,James W Smith Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250348,J T Barber Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250344,Havelock Middle,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250304,Albert H Bangert Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250372,West Craven High,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250308,Bridgeton Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250312,Brinson Memorial Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250314,Craven Early College High,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250316,"Creekside Elementary, New Bern",Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250320,Vanceboro-Farm Life Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250321,Early College EAST High,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250324,Grover C Fields Middle,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250332,H J MacDonald Middle,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250306,Ben D Quinn Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250376,West Craven Middle,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250380,Arthur W Edwards Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250336,Havelock Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250378,W Jesse Gurganus Elementary,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250340,Havelock High,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
250LEA,,Craven County Schools,Craven County,2015,"2,630.2",223.6,"2,406.5",6.0,16.0,37.1,164.4,772.1,"1,552.2",82.2,7.0
260308,Ashley Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260332,Eastover-Central Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260326,Elizabeth M Cashwell Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260325,Cape Fear High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260322,Douglas Byrd High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260321,Douglas Byrd Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260336,Anne Chesnutt Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260306,Armstrong Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260338,Cliffdale Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260302,Alma O Easom Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260342,C Wayne Collier Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260320,"Brentwood Elementary, Fayetteville",Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260318,Jack Britt High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260316,Lillian Black Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260312,Beaver Dam Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260310,Loyd E Auman Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260347,Cumberland International Early CollegeHS,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260340,College Lakes Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260348,Cumberland Mills Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260411,Reid Ross Classical High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260373,Gallberry Farm Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260372,Lewis Chapel Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260371,Ireland Drive Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260370,Ed V Baldwin Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260369,John R Griffin Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260368,Hope Mills Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260367,Bill Hefner Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260366,Howard L Hall Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260365,R Max Abbott Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260364,Alderman Road Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260363,Glendale Acres Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260362,Grays Creek Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260361,Ferguson-Easley Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260359,E E Smith High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260374,Alger B. Wilkins High School,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260358,Luther Nick Jeralds Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260356,District No 7 Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260354,Cross Creek Early College,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260352,Cumberland Road Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260440,Sunnyside Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260444,Teresa C Berrien Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260446,Terry Sanford High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260448,Vanstory Hills Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260449,Ramsey Street High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260450,Warrenwood Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260452,Westarea Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260454,Westover Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260455,Westover High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260459,William T Brown Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260700,Cumberland Polytechnic,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260357,Grays Creek High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260LEA,,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260375,Grays Creek Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260382,Lucile Souders Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260427,South View High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260426,Sherwood Park Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260425,South View Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260424,Seventy-First High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260419,Reid Ross Classical Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260418,Seventy-First Classical Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260417,New Century International Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260416,J W Seabrook Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260415,Rockfish Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260432,Stedman Primary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260414,Benjamin J Martin Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260413,Howard Learning Academy,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260412,Raleigh Road Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260434,Stoney Point Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260380,Long Hill Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260410,Ponderosa Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260407,Lake Rim Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260406,Pine Forest Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260405,Walker Spivey Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260404,William H Owen Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260403,New Century International Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260402,Manchester Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260401,Morganton Road Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260400,Montclair Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260398,E E Miller Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260397,E Melvin Honeycutt Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260396,Mary McArthur Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260388,Massey Hill Classical High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260386,Margaret Willis Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260383,Mac Williams Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260408,Pine Forest High,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260428,Spring Lake Middle,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260430,Stedman Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
260344,J W Coon Elementary,Cumberland County Schools,Cumberland County,2015,"5,107.1",554.8,"4,552.3",8.8,28.6,167.4,350.0,"1,099.3","3,262.9",190.1,31.8
270320,W T Griggs Elementary,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270LEA,,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270318,Moyock Middle,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270316,Moyock Elementary,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270311,The JP Knapp ECH (i)School,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270312,Knotts Island Elementary,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270309,Jarvisburg Elementary,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270308,Currituck County Middle,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270306,Currituck County High,Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
270304,"Central Elementary, Barco",Currituck County Schools,Currituck County,2015,"1,687.1",147.6,"1,539.6",,4.0,12.0,131.6,402.8,"1,112.8",23.9,16.0
