,Linear reg,Ridge,Lasso,ElasticNet,RFE,RF,Corr.,MIC,Mean
EOGScienceGr5&8_GLP_LEP,0.5,0.31,0.21,0.2,0.54,0.0,0.0,0.12,0.24
EOGMathGr3_CACR_LEP,0.5,0.43,0.26,0.31,0.33,0.0,0.03,0.09,0.24
EOGSubjects_CACR_TwoorMoreRaces,0.5,0.4,0.26,0.29,0.08,0.01,0.14,0.24,0.24
EOGMathGr3-8_CACR_TwoorMoreRaces,0.5,0.4,0.26,0.29,0.01,0.02,0.1,0.22,0.23
EOGGr3_CACR_LEP,0.5,0.36,0.26,0.26,0.28,0.01,0.06,0.13,0.23
EOGGr3_CACR_TwoorMoreRaces,0.5,0.42,0.26,0.3,0.17,0.01,0.05,0.13,0.23
lea_nbpts_num,0.5,0.44,0.26,0.29,0.12,0.02,0.04,0.19,0.23
EOGMathGr4_CACR_Hispanic,0.5,0.37,0.26,0.28,0.21,0.01,0.08,0.16,0.23
closed_ind,0.5,0.44,0.26,0.33,0.25,0.0,0.0,0.03,0.23
esea_attendance_Met,0.5,0.43,0.26,0.29,0.18,0.0,0.06,0.15,0.23
EOGMathGr5_CACR_TwoorMoreRaces,0.5,0.37,0.26,0.29,0.3,0.0,0.02,0.07,0.23
lea_ib_pct_4_or_above,0.5,0.43,0.26,0.28,0.29,0.0,0.0,0.08,0.23
EOGMathGr5_CACR_LEP,0.5,0.34,0.26,0.29,0.39,0.0,0.0,0.08,0.23
EOGReadingGr3_CACR_TwoorMoreRaces,0.5,0.36,0.26,0.29,0.36,0.0,0.02,0.07,0.23
EOGReadingGr3-8_CACR_AmericanIndian,0.5,0.43,0.26,0.29,0.32,0.0,0.01,0.05,0.23
long_susp_per_c_num,0.5,0.41,0.26,0.29,0.13,0.04,0.01,0.18,0.23
EOGSubjects_CACR_Asian,0.5,0.36,0.26,0.29,0.21,0.01,0.05,0.17,0.23
EOGScienceGr5&8_CACR_Asian,0.5,0.37,0.26,0.27,0.37,0.0,0.01,0.09,0.23
EOCMathI_CACR_EDS,0.5,0.4,0.24,0.28,0.08,0.01,0.01,0.32,0.23
EOGGr3_CACR_Hispanic,0.5,0.4,0.26,0.29,0.06,0.01,0.11,0.21,0.23
EOG/EOCSubjects_CACR_Hispanic,0.5,0.39,0.22,0.27,0.06,0.03,0.12,0.22,0.23
EOGReadingGr5_CACR_Hispanic,0.5,0.39,0.26,0.29,0.25,0.0,0.05,0.12,0.23
EOGReadingGr4_CACR_Hispanic,0.5,0.42,0.26,0.29,0.15,0.01,0.06,0.17,0.23
EOG/EOCSubjects_CACR_LEP,0.5,0.39,0.26,0.25,0.17,0.01,0.08,0.17,0.23
EOG/EOCSubjects_CACR_Black,0.5,0.41,0.26,0.29,0.0,0.03,0.03,0.24,0.22
EOGGr4_GLP_LEP,0.5,0.33,0.25,0.24,0.34,0.0,0.02,0.06,0.22
EOGGr3_CACR_AIG,0.5,0.39,0.26,0.29,0.19,0.0,0.04,0.1,0.22
EOCMathI_CACR_Asian,0.5,0.42,0.26,0.29,0.17,0.0,0.0,0.09,0.22
Domestic production activities deduction Ct 75KLT100K,0.5,0.42,0.26,0.29,0.02,0.0,0.03,0.22,0.22
EOGGr5_CACR_TwoorMoreRaces,0.5,0.41,0.26,0.29,0.03,0.01,0.07,0.15,0.22
EOGMathGr3-8_CACR_LEP,0.5,0.4,0.26,0.29,0.04,0.01,0.05,0.18,0.22
EOGGr3_CACR_AmericanIndian,0.5,0.42,0.28,0.36,0.14,0.0,0.0,0.03,0.22
Crime_Rate_Burglary_Rate,0.5,0.42,0.26,0.29,0.09,0.01,0.07,0.15,0.22
EOGMathGr3_CACR_Asian,0.5,0.42,0.26,0.29,0.11,0.0,0.02,0.13,0.22
EOGMathGr3_CACR_AIG,0.5,0.42,0.26,0.29,0.19,0.0,0.04,0.07,0.22
EOGReadingGr3_CACR_Black,0.5,0.4,0.27,0.3,0.1,0.01,0.03,0.13,0.22
EOGMathGr3_CACR_Black,0.5,0.42,0.26,0.29,0.1,0.01,0.03,0.13,0.22
EOGMathGr4_CACR_LEP,0.5,0.39,0.26,0.29,0.2,0.0,0.01,0.08,0.22
EOGReadingGr4_CACR_TwoorMoreRaces,0.5,0.36,0.26,0.27,0.23,0.0,0.03,0.09,0.22
SPG Grade_I,0.5,0.36,0.16,0.18,0.51,0.0,0.01,0.04,0.22
EOGReadingGr3_CACR_AmericanIndian,0.5,0.35,0.26,0.29,0.31,0.0,0.0,0.02,0.22
EOGReadingGr3-8_CACR_LEP,0.5,0.39,0.26,0.29,0.14,0.01,0.06,0.14,0.22
EOGScienceGr5&8_CACR_AmericanIndian,0.5,0.33,0.15,0.14,0.57,0.0,0.0,0.03,0.22
EOGReadingGr5_CACR_AmericanIndian,0.5,0.43,0.26,0.29,0.25,0.0,0.0,0.01,0.22
EOGMathGr4_GLP_LEP,0.5,0.42,0.26,0.29,0.2,0.0,0.01,0.09,0.22
esea_status_R,0.5,0.38,0.24,0.27,0.26,0.0,0.03,0.08,0.22
EOGScienceGr5_GLP_LEP,0.5,0.37,0.26,0.29,0.27,0.0,0.0,0.06,0.22
Not Demostrated_TCHR_Standard 1_Pct,0.5,0.37,0.26,0.22,0.42,0.0,0.0,0.01,0.22
EOGReadingGr4_GLP_LEP,0.5,0.42,0.26,0.29,0.23,0.0,0.01,0.04,0.22
EOGGr4_CACR_AmericanIndian,0.5,0.42,0.26,0.29,0.19,0.0,0.0,0.02,0.21
lea_expelled_per_c_num,0.5,0.42,0.26,0.29,0.16,0.0,0.0,0.04,0.21
EOGMathGr4_CACR_AmericanIndian,0.5,0.33,0.2,0.14,0.5,0.0,0.0,0.02,0.21
EOGGr3_CACR_Black,0.5,0.4,0.26,0.29,0.04,0.01,0.05,0.16,0.21
Grad_project_status_Y,0.5,0.4,0.29,0.31,0.04,0.0,0.05,0.1,0.21
EOGReadingGr5_GLP_Hispanic,0.5,0.4,0.26,0.29,0.05,0.01,0.05,0.12,0.21
EOGMathGr4_CACR_TwoorMoreRaces,0.5,0.42,0.26,0.29,0.13,0.0,0.02,0.09,0.21
Crime_Rate_Arson_Rate,0.5,0.43,0.26,0.29,0.13,0.02,0.0,0.06,0.21
EOGScienceGr5_CACR_LEP,0.5,0.4,0.26,0.29,0.08,0.0,0.0,0.03,0.2
Domestic production activities deduction Amt LT25K,0.5,0.41,0.26,0.29,0.11,0.0,0.0,0.04,0.2
EOCMathI_CACR_AmericanIndian,0.5,0.33,0.05,0.06,0.6,0.0,0.0,0.04,0.2
EOGReadingGr5_CACR_LEP,0.5,0.42,0.26,0.29,0.09,0.0,0.0,0.04,0.2
EOCMathI_CACR_SWD,0.5,0.36,0.22,0.13,0.27,0.0,0.0,0.12,0.2
Alternative minimum tax Amt 25KLT50K,0.5,0.42,0.26,0.29,0.14,0.0,0.0,0.02,0.2
EOGReadingGr3_GLP_LEP,0.5,0.41,0.26,0.29,0.05,0.0,0.03,0.1,0.2
EOGReadingGr4_CACR_LEP,0.5,0.4,0.26,0.29,0.07,0.0,0.0,0.05,0.2
expelled_per_c_num,0.5,0.39,0.26,0.29,0.16,0.0,0.0,0.03,0.2
"calendar_type_txt_Magnet School, Year-Round Calendar",0.5,0.39,0.26,0.29,0.14,0.0,0.0,0.01,0.2
EOGMathGr4_CACR_Asian,0.5,0.41,0.26,0.29,0.04,0.0,0.01,0.09,0.2
EOGGr5_CACR_AmericanIndian,0.5,0.39,0.26,0.29,0.12,0.0,0.0,0.03,0.2
EOGMathGr3-8_CACR_AmericanIndian,0.5,0.41,0.29,0.35,0.03,0.0,0.0,0.05,0.2
"calendar_type_txt_Magnet School, Traditional Calendar",0.5,0.39,0.25,0.27,0.03,0.0,0.0,0.05,0.19
EOGReadingGr5_GLP_LEP,0.5,0.39,0.26,0.29,0.07,0.0,0.0,0.03,0.19
EOGMathGr5_CACR_AmericanIndian,0.5,0.41,0.26,0.29,0.06,0.0,0.0,0.01,0.19
EOGScienceGr5_CACR_AmericanIndian,0.5,0.4,0.26,0.29,0.06,0.0,0.0,0.01,0.19
"calendar_type_txt_Special Education, Traditional Calendar",0.5,0.4,0.26,0.29,0.07,0.0,0.0,0.03,0.19
Not Demostrated_TCHR_Standard 2_Pct,0.5,0.36,0.18,0.1,0.33,0.0,0.0,0.02,0.19
esea_status_RP,0.5,0.4,0.26,0.29,0.02,0.0,0.01,0.06,0.19
esea_status_RF,0.5,0.4,0.26,0.29,0.01,0.0,0.0,0.01,0.18
EOGReadingGr4_CACR_AmericanIndian,0.5,0.4,0.21,0.22,0.0,0.0,0.0,0.02,0.17
Year,0.49,0.4,0.26,0.29,0.62,0.0,,0.0,
st_expelled_per_c_num,0.48,0.4,0.26,0.29,0.63,0.0,,0.0,
